id,host_since,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5267853,2013-04-23,,,,,,
5268621,2015-02-05,10.0,10.0,10.0,10.0,10.0,10.0
5270610,2015-01-20,10.0,10.0,10.0,10.0,10.0,10.0
5270718,2015-02-05,,,,,,
5270815,2015-02-05,,,,,,
5272399,2011-11-18,10.0,10.0,10.0,9.0,10.0,10.0
5272704,2015-02-06,,,,,,
5272994,2015-02-06,10.0,10.0,10.0,10.0,10.0,10.0
5276944,2015-02-06,10.0,10.0,10.0,10.0,10.0,10.0
5277272,2014-05-20,10.0,10.0,10.0,10.0,10.0,10.0
5277499,2014-05-20,10.0,10.0,10.0,10.0,10.0,10.0
5277923,2014-05-20,10.0,10.0,10.0,10.0,10.0,10.0
5277988,2013-08-26,10.0,10.0,10.0,10.0,10.0,9.0
5280200,2015-02-06,,,,,,
5280717,2012-05-19,10.0,10.0,10.0,10.0,10.0,10.0
5283977,2015-02-07,9.0,9.0,10.0,10.0,10.0,9.0
5285796,2012-04-22,10.0,9.0,10.0,10.0,10.0,10.0
5288423,2012-11-14,10.0,10.0,10.0,10.0,10.0,10.0
5293720,2014-10-22,10.0,10.0,10.0,10.0,10.0,10.0
5293851,2015-02-08,9.0,9.0,10.0,10.0,9.0,9.0
5294531,2015-01-15,10.0,10.0,10.0,10.0,9.0,9.0
5295462,2012-02-20,10.0,10.0,10.0,10.0,8.0,9.0
5295797,2012-02-20,10.0,6.0,10.0,10.0,10.0,10.0
5296949,2013-03-19,,,,,,
5297978,2014-03-03,10.0,10.0,10.0,10.0,10.0,10.0
5303366,2011-02-28,10.0,10.0,10.0,10.0,10.0,9.0
5303804,2011-09-14,10.0,10.0,10.0,10.0,10.0,10.0
5304165,2015-02-09,,,,,,
5306456,2012-05-02,10.0,10.0,10.0,10.0,10.0,10.0
5306654,2011-02-15,10.0,9.0,10.0,10.0,10.0,9.0
5314932,2015-02-10,,,,,,
5314990,2015-02-10,,,,,,
5315903,2014-01-17,10.0,10.0,10.0,10.0,10.0,10.0
5316929,2013-08-14,9.0,10.0,10.0,10.0,9.0,10.0
5317194,2013-05-01,10.0,10.0,10.0,10.0,10.0,10.0
5317978,2012-09-27,,,,,,
5317993,2015-02-01,10.0,10.0,10.0,10.0,10.0,10.0
5318154,2015-01-21,,,,,,
5318697,2015-02-10,10.0,10.0,10.0,10.0,10.0,10.0
5318910,2013-10-13,,,,,,
5319080,2015-02-10,10.0,9.0,10.0,9.0,9.0,8.0
5319366,2012-10-21,6.0,10.0,6.0,4.0,10.0,10.0
5319514,2014-06-27,,,,,,
5319598,2014-06-27,10.0,10.0,6.0,6.0,10.0,8.0
5320239,2015-02-07,10.0,9.0,10.0,10.0,10.0,9.0
5323364,2012-01-26,9.0,7.0,10.0,10.0,10.0,7.0
5326809,2014-08-16,10.0,10.0,10.0,10.0,10.0,8.0
5327017,2014-04-29,,,,,,
5327030,2015-02-11,10.0,9.0,10.0,10.0,10.0,10.0
5329813,2015-02-11,10.0,10.0,10.0,10.0,8.0,10.0
5335157,2015-02-12,10.0,10.0,10.0,10.0,10.0,10.0
5335701,2012-01-01,,,,,,
5336797,2015-02-12,10.0,10.0,10.0,10.0,10.0,10.0
5337065,2015-02-05,8.0,8.0,8.0,8.0,8.0,8.0
5337129,2014-03-03,,,,,,
5337141,2012-02-18,10.0,10.0,10.0,10.0,9.0,10.0
5337516,2012-06-01,,,,,,
5339169,2013-03-06,,,,,,
5340114,2014-10-08,10.0,10.0,10.0,9.0,10.0,9.0
5340370,2015-02-13,,,,,,
5342176,2012-06-30,9.0,9.0,9.0,10.0,10.0,9.0
5344318,2015-02-13,,,,,,
5346714,2009-09-09,10.0,10.0,10.0,10.0,10.0,10.0
5346781,2011-05-17,10.0,10.0,10.0,10.0,9.0,10.0
5359587,2013-10-26,9.0,9.0,10.0,9.0,9.0,9.0
5362016,2015-02-15,9.0,8.0,10.0,9.0,9.0,9.0
5362539,2014-07-19,,,,,,
5362658,2012-02-10,9.0,10.0,10.0,10.0,9.0,10.0
5363622,2012-06-02,10.0,8.0,10.0,8.0,,8.0
5364278,2014-01-26,,,,,,
5365000,2015-02-15,10.0,10.0,10.0,10.0,10.0,10.0
5370554,2015-02-16,,,,,,
5371233,2015-02-16,10.0,10.0,10.0,10.0,10.0,9.0
5371586,2015-02-16,10.0,10.0,10.0,10.0,10.0,10.0
5372075,2011-02-03,9.0,9.0,10.0,10.0,9.0,9.0
5372230,2015-02-16,,,,,,
5372341,2015-01-12,10.0,10.0,10.0,10.0,10.0,10.0
5372361,2013-02-19,10.0,10.0,10.0,10.0,10.0,10.0
5372834,2015-02-09,10.0,10.0,10.0,10.0,10.0,10.0
5374713,2011-06-21,6.0,6.0,8.0,6.0,6.0,6.0
5374761,2014-09-03,10.0,10.0,10.0,10.0,10.0,10.0
5375502,2015-02-16,,,,,,
5375637,2013-06-30,10.0,10.0,10.0,10.0,10.0,9.0
5380952,2015-02-17,,,,,,
5382366,2013-05-20,10.0,10.0,10.0,10.0,10.0,10.0
5384863,2015-02-17,10.0,10.0,10.0,10.0,10.0,10.0
5384959,2013-07-08,9.0,9.0,10.0,10.0,9.0,9.0
5385823,2014-01-16,,,,,,
5385856,2015-01-14,,,,,,
5386336,2013-11-10,10.0,10.0,10.0,10.0,10.0,10.0
5386787,2013-02-01,9.0,9.0,10.0,9.0,10.0,9.0
5387009,2014-07-23,9.0,9.0,10.0,10.0,10.0,9.0
5387815,2015-02-18,,,,,,
5391565,2013-01-26,10.0,9.0,10.0,10.0,10.0,10.0
5392402,2014-07-24,,,,,,
5392673,2015-01-21,,,,,,
5393800,2014-10-16,10.0,9.0,10.0,10.0,10.0,10.0
5394189,2012-02-19,9.0,7.0,9.0,10.0,10.0,9.0
5394206,2014-07-28,10.0,10.0,10.0,10.0,10.0,10.0
5395422,2015-02-18,,,,,,
5395919,2012-02-10,10.0,8.0,10.0,10.0,9.0,9.0
5396676,2013-03-08,10.0,10.0,10.0,10.0,10.0,10.0
5396712,2015-02-18,,,,,,
5401641,2015-02-19,10.0,10.0,10.0,10.0,10.0,10.0
5402363,2013-04-02,10.0,10.0,10.0,10.0,10.0,10.0
5402660,2010-10-04,10.0,10.0,10.0,10.0,10.0,10.0
5404780,2015-02-19,10.0,10.0,10.0,10.0,10.0,10.0
5405183,2014-08-26,8.0,10.0,10.0,10.0,10.0,10.0
5406277,2015-02-19,10.0,10.0,10.0,10.0,8.0,8.0
5412574,2015-02-20,10.0,10.0,10.0,10.0,10.0,10.0
5414027,2010-03-14,10.0,10.0,10.0,10.0,8.0,8.0
5415038,2014-05-12,9.0,10.0,10.0,10.0,9.0,10.0
5415285,2013-02-11,8.0,8.0,10.0,9.0,9.0,8.0
5415298,2015-02-20,10.0,10.0,10.0,10.0,10.0,10.0
5417341,2015-02-21,10.0,10.0,10.0,10.0,10.0,10.0
5420650,2015-02-21,9.0,9.0,10.0,10.0,8.0,9.0
5420745,2014-01-17,10.0,10.0,10.0,10.0,10.0,10.0
5420782,2015-02-13,10.0,10.0,10.0,10.0,10.0,10.0
5422314,2013-04-29,10.0,10.0,10.0,10.0,10.0,10.0
5422678,2015-02-21,,,,,,
5422964,2014-03-13,10.0,10.0,10.0,10.0,10.0,9.0
5423821,2015-02-21,10.0,10.0,10.0,10.0,9.0,8.0
5423839,2015-02-21,,,,,,
5423999,2014-07-21,10.0,10.0,10.0,10.0,10.0,10.0
5424528,2014-02-22,10.0,10.0,10.0,10.0,10.0,8.0
5429585,2014-09-28,10.0,10.0,10.0,10.0,9.0,10.0
5430429,2014-03-05,6.0,4.0,10.0,10.0,8.0,4.0
5431978,2014-04-10,10.0,8.0,10.0,10.0,10.0,10.0
5432090,2014-04-13,,,,,,
5432556,2015-02-22,10.0,10.0,10.0,10.0,8.0,10.0
5433598,2014-09-03,10.0,10.0,10.0,10.0,8.0,10.0
5433681,2011-10-13,10.0,10.0,10.0,10.0,9.0,9.0
5434918,2014-05-07,10.0,10.0,10.0,10.0,10.0,10.0
5438680,2014-02-26,10.0,10.0,10.0,10.0,10.0,10.0
5438705,2015-02-23,10.0,10.0,10.0,10.0,10.0,10.0
5439772,2015-02-23,,,,,,
5440292,2015-02-23,8.0,8.0,10.0,10.0,8.0,6.0
5441730,2013-08-14,10.0,10.0,10.0,10.0,10.0,9.0
5442534,2012-10-23,10.0,9.0,10.0,10.0,9.0,10.0
5442748,2014-01-21,10.0,10.0,10.0,10.0,10.0,9.0
5444929,2015-02-23,,,,,,
5445354,2012-02-27,10.0,10.0,10.0,10.0,10.0,10.0
5445877,2015-02-23,10.0,10.0,10.0,10.0,10.0,9.0
5446097,2014-04-20,,,,,,
5446210,2015-02-23,,,,,,
5446350,2014-08-25,,,,,,
5446421,2014-05-24,10.0,10.0,10.0,10.0,10.0,10.0
5447007,2015-02-23,10.0,10.0,10.0,10.0,10.0,10.0
5447056,2015-02-23,,,,,,
5447230,2013-08-14,9.0,9.0,10.0,10.0,9.0,9.0
5447456,2015-02-23,10.0,9.0,10.0,10.0,8.0,9.0
5447513,2015-02-23,10.0,10.0,10.0,10.0,8.0,8.0
5451143,2015-02-01,10.0,10.0,10.0,10.0,10.0,10.0
5454582,2012-10-23,,,,,,
5455707,2015-02-18,10.0,9.0,10.0,10.0,9.0,10.0
5457288,2015-02-24,10.0,10.0,10.0,10.0,10.0,9.0
5457997,2013-02-18,,,,,,
5458052,2015-02-22,,,,,,
5458492,2015-02-24,,,,,,
5458673,2015-02-24,10.0,10.0,10.0,10.0,10.0,9.0
5463223,2015-02-25,,,,,,
5466113,2015-02-25,10.0,10.0,10.0,10.0,10.0,10.0
5468874,2015-02-25,,,,,,
5470288,2012-02-26,10.0,10.0,10.0,10.0,10.0,10.0
5470379,2015-02-25,,,,,,
5471518,2014-05-09,,,,,,
5475449,2015-02-26,,,,,,
5476443,2013-04-06,10.0,10.0,10.0,10.0,10.0,10.0
5477417,2015-02-19,10.0,9.0,10.0,10.0,10.0,9.0
5478792,2012-10-01,10.0,10.0,10.0,10.0,9.0,10.0
5479355,2014-10-19,10.0,10.0,10.0,10.0,10.0,10.0
5479573,2015-02-26,,,,,,
5480629,2015-02-26,10.0,10.0,10.0,10.0,10.0,10.0
5482299,2013-06-11,,,,,,
5482391,2015-01-21,,,,,,
5486187,2014-06-16,10.0,10.0,10.0,10.0,10.0,10.0
5489353,2014-03-12,10.0,9.0,10.0,10.0,10.0,10.0
5490698,2011-09-14,,,,,,
5491054,2015-02-27,9.0,9.0,10.0,10.0,8.0,8.0
5491849,2012-03-01,,,,,,
5491921,2014-06-27,,,,,,
5492366,2015-02-28,9.0,10.0,10.0,10.0,10.0,9.0
5495934,2015-02-28,,,,,,
5497475,2015-02-28,10.0,10.0,10.0,10.0,10.0,10.0
5498703,2014-09-23,10.0,10.0,9.0,10.0,10.0,10.0
5498972,2015-02-14,10.0,10.0,10.0,10.0,10.0,10.0
5499091,2015-02-18,10.0,9.0,10.0,10.0,9.0,10.0
5499136,2015-02-28,10.0,8.0,10.0,10.0,10.0,9.0
5499282,2013-05-02,10.0,9.0,10.0,10.0,10.0,9.0
5499806,2015-01-12,10.0,10.0,10.0,10.0,9.0,10.0
5499816,2014-04-08,10.0,10.0,10.0,,10.0,10.0
5500000,2015-01-12,10.0,9.0,10.0,10.0,9.0,9.0
5500051,2015-02-28,,,,,,
5506252,2012-04-09,10.0,10.0,10.0,10.0,10.0,10.0
5506964,2013-02-19,10.0,10.0,10.0,10.0,10.0,9.0
5507348,2012-01-26,,,,,,
5507397,2015-03-01,10.0,10.0,10.0,10.0,8.0,8.0
5508714,2013-04-02,,,,,,
5508927,2015-03-01,,,,,,
5509230,2014-02-07,10.0,9.0,10.0,10.0,10.0,10.0
5509268,2015-03-01,10.0,10.0,10.0,10.0,10.0,10.0
5509889,2015-03-01,10.0,10.0,10.0,10.0,10.0,10.0
5510194,2013-08-15,10.0,10.0,10.0,10.0,10.0,8.0
5510293,2013-02-19,10.0,10.0,10.0,10.0,10.0,9.0
5510324,2012-10-30,10.0,10.0,10.0,10.0,10.0,10.0
5511060,2014-11-17,,,,,,
5511174,2015-02-27,10.0,9.0,10.0,10.0,10.0,10.0
5512277,2014-12-30,8.0,8.0,9.0,10.0,8.0,9.0
5512398,2015-03-01,10.0,8.0,10.0,9.0,10.0,10.0
5516786,2014-06-12,10.0,10.0,10.0,10.0,6.0,10.0
5519058,2011-07-19,,,,,,
5519875,2011-10-04,10.0,10.0,9.0,10.0,10.0,10.0
5520082,2015-03-02,,,,,,
5521345,2015-03-02,10.0,10.0,10.0,10.0,10.0,10.0
5521352,2015-03-02,,,,,,
5523235,2015-03-02,,,,,,
5523426,2014-04-19,,,,,,
5523507,2015-01-06,9.0,9.0,10.0,10.0,9.0,10.0
5524129,2014-07-24,,,,,,
5524366,2013-01-01,10.0,10.0,10.0,10.0,10.0,10.0
5524407,2015-03-02,,,,,,
5524631,2015-03-02,,,,,,
5524728,2014-05-16,10.0,10.0,10.0,10.0,10.0,10.0
5524966,2015-03-02,,,,,,
5525466,2015-03-02,,,,,,
5525531,2015-02-21,10.0,10.0,10.0,10.0,8.0,6.0
5525957,2014-08-13,10.0,10.0,10.0,10.0,10.0,10.0
5526151,2015-03-03,10.0,10.0,10.0,10.0,10.0,10.0
5527298,2015-03-03,10.0,9.0,10.0,10.0,10.0,10.0
5530513,2015-03-03,10.0,9.0,10.0,10.0,10.0,10.0
5530526,2015-03-03,9.0,9.0,10.0,9.0,9.0,9.0
5532164,2015-03-03,10.0,10.0,10.0,10.0,10.0,10.0
5532511,2015-03-03,10.0,9.0,10.0,10.0,9.0,10.0
5532702,2015-03-03,9.0,8.0,9.0,10.0,8.0,8.0
5532737,2013-10-03,10.0,10.0,10.0,10.0,9.0,10.0
5534290,2015-01-26,8.0,6.0,10.0,10.0,8.0,10.0
5534367,2013-05-01,10.0,9.0,10.0,10.0,10.0,9.0
5534589,2015-03-03,,,,,,
5536815,2015-03-03,,,,,,
5537443,2014-12-17,,,,,,
5537620,2011-10-18,10.0,9.0,10.0,10.0,9.0,10.0
5537904,2015-03-03,9.0,8.0,10.0,10.0,10.0,8.0
5538067,2013-09-29,10.0,10.0,10.0,10.0,10.0,10.0
5538269,2015-01-31,,,,,,
5538928,2014-11-09,10.0,10.0,10.0,10.0,10.0,10.0
5539034,2015-03-04,10.0,10.0,10.0,10.0,10.0,10.0
5539135,2014-03-23,,,,,,
5539288,2015-03-04,,,,,,
5543526,2014-07-25,9.0,9.0,10.0,9.0,10.0,9.0
5544175,2015-02-16,,,,,,
5545454,2013-05-20,,,,,,
5546393,2015-03-04,10.0,8.0,10.0,10.0,10.0,10.0
5548736,2015-03-04,,,,,,
5549268,2015-03-04,9.0,10.0,10.0,9.0,8.0,9.0
5549432,2014-09-26,10.0,10.0,10.0,10.0,10.0,9.0
5549457,2013-10-17,,,,,,
5549898,2014-12-10,,,,,,
5550627,2013-03-01,10.0,10.0,10.0,10.0,10.0,10.0
5550807,2015-03-04,,,,,,
5550894,2014-10-16,7.0,10.0,10.0,10.0,9.0,7.0
5551188,2015-03-04,10.0,10.0,9.0,9.0,8.0,9.0
5557483,2015-01-12,10.0,10.0,10.0,10.0,10.0,10.0
5557742,2013-01-09,,,,,,
5558324,2015-02-09,10.0,10.0,10.0,10.0,10.0,10.0
5558744,2013-10-04,10.0,10.0,10.0,10.0,10.0,10.0
5558901,2015-03-05,10.0,8.0,10.0,10.0,10.0,10.0
5561157,2015-03-05,10.0,10.0,10.0,10.0,10.0,10.0
5563092,2012-02-01,,,,,,
5566540,2014-02-07,,,,,,
5568589,2015-03-04,,,,,,
5568864,2012-03-01,,,,,,
5570520,2015-03-06,,,,,,
5570765,2012-10-03,,,,,,
5570822,2013-05-20,10.0,10.0,10.0,10.0,10.0,10.0
5571901,2015-03-06,,,,,,
5572837,2015-03-07,4.0,6.0,8.0,8.0,6.0,6.0
5576311,2015-01-11,10.0,10.0,10.0,10.0,10.0,10.0
5579066,2015-03-07,,,,,,
5580263,2014-07-03,,,,,,
5580918,2013-02-07,,,,,,
5581135,2015-03-07,10.0,10.0,10.0,10.0,10.0,10.0
5587184,2015-03-08,10.0,8.0,10.0,10.0,8.0,8.0
5590653,2015-03-08,,,,,,
5591862,2014-03-15,,,,,,
5592752,2014-07-16,10.0,10.0,10.0,10.0,10.0,10.0
5592816,2015-03-08,10.0,10.0,10.0,10.0,10.0,10.0
5593128,2012-01-25,10.0,10.0,10.0,10.0,10.0,10.0
5593402,2015-03-08,,,,,,
5593491,2015-03-08,,,,,,
5593563,2015-03-08,,,,,,
5593763,2015-03-08,,,,,,
5600950,2013-12-31,,,,,,
5601570,2012-09-30,10.0,10.0,10.0,10.0,10.0,10.0
5601772,2015-03-09,10.0,10.0,10.0,10.0,9.0,10.0
5602622,2015-03-09,10.0,10.0,10.0,10.0,10.0,10.0
5602667,2014-02-23,10.0,8.0,10.0,10.0,8.0,8.0
5602972,2011-08-10,10.0,9.0,10.0,10.0,9.0,9.0
5603014,2015-03-09,10.0,9.0,10.0,10.0,10.0,9.0
5603829,2013-03-18,,,,,,
5604212,2012-02-16,,,,,,
5606566,2015-02-10,9.0,9.0,10.0,9.0,10.0,10.0
5607191,2015-03-09,,,,,,
5607471,2014-04-23,,,,,,
5607608,2011-12-18,,,,,,
5612495,2015-03-10,8.0,7.0,10.0,10.0,9.0,7.0
5615072,2011-05-11,10.0,10.0,10.0,10.0,10.0,10.0
5615889,2015-03-10,,,,,,
5616235,2014-09-15,,,,,,
5617119,2014-03-30,9.0,10.0,10.0,10.0,10.0,10.0
5617149,2015-03-10,10.0,10.0,10.0,10.0,10.0,9.0
5618093,2011-04-02,,,,,,
5618324,2015-03-10,,,,,,
5618529,2012-07-27,,,,,,
5619107,2015-03-10,,,,,,
5623752,2012-08-12,10.0,9.0,10.0,10.0,10.0,10.0
5625746,2012-09-30,10.0,10.0,10.0,10.0,10.0,10.0
5626595,2015-03-11,,,,,,
5626687,2015-03-11,,,,,,
5627249,2012-02-29,,,,,,
5627724,2015-03-11,9.0,7.0,10.0,10.0,9.0,9.0
5630361,2015-03-11,,,,,,
5631123,2015-02-19,,,,,,
5632201,2015-03-11,8.0,9.0,7.0,9.0,9.0,8.0
5636464,2015-03-12,,,,,,
5637867,2015-03-12,10.0,10.0,10.0,9.0,9.0,10.0
5637884,2012-02-29,,,,,,
5639508,2015-03-11,,,,,,
5640644,2012-04-07,10.0,9.0,10.0,10.0,9.0,10.0
5641624,2015-02-18,10.0,8.0,10.0,10.0,10.0,10.0
5641633,2015-03-10,,,,,,
5641970,2014-07-08,,,,,,
5642347,2015-01-11,,,,,,
5642926,2015-03-12,,,,,,
5647599,2015-03-12,10.0,10.0,10.0,10.0,10.0,10.0
5647715,2014-10-14,,,,,,
5648485,2015-03-13,,,,,,
5649246,2012-08-06,,,,,,
5649699,2014-07-21,,,,,,
5650946,2012-08-02,,,,,,
5651347,2012-08-06,,,,,,
5651702,2015-03-13,,,,,,
5651759,2012-11-28,10.0,10.0,10.0,10.0,10.0,10.0
5651894,2015-03-13,,,,,,
5652198,2015-03-13,10.0,9.0,10.0,10.0,9.0,9.0
5652310,2015-03-05,10.0,10.0,10.0,10.0,8.0,10.0
5653621,2015-03-14,,,,,,
5659852,2013-12-23,,,,,,
5660373,2011-12-29,10.0,10.0,10.0,10.0,10.0,10.0
5660770,2014-06-13,,,,,,
5660966,2015-02-18,10.0,10.0,10.0,10.0,10.0,10.0
5666350,2015-03-15,,,,,,
5667556,2015-03-15,,,,,,
5669646,2015-03-15,10.0,10.0,10.0,10.0,10.0,10.0
5669658,2014-02-24,,,,,,
5670682,2014-11-30,10.0,10.0,10.0,10.0,10.0,10.0
5670726,2015-03-15,10.0,10.0,10.0,9.0,10.0,9.0
5671821,2015-03-15,,,,,,
5672823,2014-03-16,,,,,,
5673112,2015-03-15,,,,,,
5673145,2012-03-08,10.0,10.0,10.0,10.0,10.0,10.0
5673299,2015-02-12,,,,,,
5674141,2009-10-12,10.0,9.0,10.0,10.0,10.0,10.0
5682215,2009-10-12,10.0,10.0,10.0,10.0,10.0,10.0
5685281,2015-03-16,,,,,,
5686309,2014-09-27,,,,,,
5693337,2013-07-24,,,,,,
5693484,2015-03-17,,,,,,
5695124,2015-03-17,,,,,,
5695891,2014-04-02,10.0,10.0,10.0,10.0,9.0,9.0
5696688,2009-09-28,,,,,,
5697049,2014-08-14,,,,,,
5697316,2014-01-21,,,,,,
5706306,2014-08-14,,,,,,
5706852,2015-03-18,10.0,10.0,10.0,10.0,10.0,10.0
5708804,2012-08-08,,,,,,
5718336,2015-03-19,10.0,10.0,10.0,10.0,10.0,10.0
5718552,2015-03-19,10.0,10.0,10.0,10.0,10.0,10.0
5719541,2015-03-19,10.0,9.0,10.0,10.0,9.0,10.0
5720396,2015-03-19,10.0,10.0,10.0,10.0,10.0,10.0
5720474,2013-03-14,,,,,,
5726456,2013-10-24,10.0,10.0,10.0,10.0,9.0,10.0
5728862,2015-03-20,10.0,10.0,10.0,10.0,10.0,10.0
5729593,2011-05-11,9.0,10.0,9.0,9.0,10.0,10.0
5736280,2015-03-19,10.0,9.0,10.0,10.0,10.0,10.0
5755416,2013-11-27,10.0,9.0,10.0,10.0,10.0,10.0
5759920,2015-03-23,10.0,10.0,10.0,10.0,10.0,10.0
5761331,2011-09-21,10.0,10.0,10.0,10.0,10.0,10.0
5768194,2013-03-05,9.0,8.0,9.0,10.0,10.0,9.0
5768833,2015-03-24,10.0,10.0,10.0,10.0,10.0,10.0
5769019,2015-03-24,10.0,10.0,10.0,10.0,10.0,10.0
5774327,2015-03-24,,,,,,
5775285,2015-03-25,10.0,10.0,10.0,10.0,9.0,9.0
5780591,2014-07-23,10.0,9.0,10.0,10.0,10.0,10.0
5791933,2013-06-30,10.0,10.0,10.0,10.0,10.0,10.0
5794015,2013-12-13,10.0,9.0,10.0,10.0,10.0,9.0
5805293,2015-03-27,10.0,10.0,10.0,10.0,10.0,10.0
5806636,2011-05-11,10.0,9.0,10.0,10.0,10.0,10.0
5811482,2015-03-28,,,,,,
5813732,2012-03-01,10.0,10.0,10.0,10.0,10.0,9.0
5819674,2011-10-05,10.0,10.0,10.0,10.0,10.0,10.0
5837318,2012-07-08,10.0,10.0,10.0,10.0,10.0,9.0
5851049,2015-02-03,9.0,9.0,9.0,10.0,9.0,9.0
5851471,2013-07-01,10.0,10.0,10.0,10.0,10.0,10.0
5851765,2014-09-01,,,,,,
5851794,2010-07-15,10.0,10.0,10.0,10.0,10.0,9.0
5869022,2014-08-25,10.0,10.0,10.0,10.0,10.0,10.0
5871200,2011-12-24,10.0,10.0,10.0,10.0,10.0,10.0
5873238,2013-05-21,10.0,10.0,10.0,10.0,10.0,10.0
5884972,2015-02-25,10.0,10.0,10.0,10.0,10.0,9.0
5901860,2014-07-08,10.0,10.0,10.0,10.0,9.0,10.0
5901889,2015-03-09,10.0,10.0,10.0,10.0,10.0,10.0
5903832,2015-02-01,,,,,,
5928354,2015-04-07,,,,,,
5928519,2014-10-27,,,,,,
5941641,2011-06-29,10.0,10.0,10.0,10.0,10.0,9.0
5955128,2013-01-04,9.0,9.0,10.0,9.0,9.0,9.0
5977847,2012-12-29,,,,,,
5992071,2014-01-27,10.0,10.0,10.0,10.0,10.0,10.0
6000723,2015-04-13,10.0,10.0,10.0,10.0,10.0,10.0
6004348,2015-04-13,,,,,,
6004992,2015-04-13,10.0,10.0,10.0,10.0,10.0,10.0
6005469,2015-04-13,10.0,9.0,10.0,10.0,10.0,10.0
6016413,2013-02-01,9.0,9.0,10.0,9.0,10.0,9.0
6017483,2014-12-14,,,,,,
6025598,2011-12-21,10.0,10.0,10.0,10.0,10.0,9.0
6051557,2013-06-19,10.0,10.0,10.0,10.0,9.0,9.0
6056285,2012-07-05,,,,,,
6056676,2015-02-11,10.0,9.0,10.0,10.0,9.0,10.0
6063670,2013-02-01,10.0,10.0,10.0,10.0,10.0,9.0
6066032,2014-03-18,10.0,10.0,10.0,10.0,9.0,10.0
6079005,2013-02-05,10.0,10.0,10.0,10.0,10.0,10.0
6084560,2011-06-08,9.0,8.0,10.0,10.0,9.0,9.0
6088588,2014-09-29,10.0,10.0,10.0,10.0,10.0,10.0
6092667,2011-10-17,10.0,10.0,10.0,10.0,10.0,10.0
6093402,2009-05-12,,,,,,
6094751,2014-02-25,10.0,9.0,10.0,9.0,10.0,10.0
6100305,2012-07-03,10.0,10.0,10.0,10.0,10.0,10.0
6116865,2014-01-20,10.0,10.0,10.0,10.0,10.0,10.0
6118190,2012-02-06,9.0,8.0,9.0,10.0,9.0,9.0
6118674,2012-03-05,9.0,9.0,10.0,10.0,10.0,9.0
6120864,2015-04-22,9.0,9.0,10.0,10.0,9.0,9.0
6121476,2013-07-09,,,,,,
6131087,2013-11-16,10.0,10.0,10.0,10.0,10.0,10.0
6152060,2015-04-25,10.0,10.0,10.0,10.0,10.0,10.0
6157746,2015-04-26,10.0,10.0,10.0,10.0,10.0,10.0
6169517,2014-02-26,9.0,10.0,10.0,10.0,10.0,10.0
6169534,2015-04-26,,,,,,
6169536,2015-04-26,10.0,10.0,10.0,10.0,10.0,10.0
6184106,2014-09-21,10.0,10.0,10.0,10.0,10.0,10.0
6185503,2012-08-05,9.0,9.0,10.0,10.0,9.0,10.0
6186041,2015-04-27,10.0,10.0,10.0,10.0,10.0,10.0
6187395,2014-04-13,10.0,10.0,10.0,10.0,10.0,10.0
6194282,2014-10-15,10.0,9.0,10.0,10.0,10.0,10.0
6198536,2015-04-28,10.0,9.0,10.0,10.0,10.0,10.0
6214178,2014-05-20,10.0,10.0,9.0,10.0,10.0,9.0
6234498,2013-11-07,10.0,10.0,10.0,10.0,10.0,9.0
6235890,2015-04-20,,,,,,
6238933,2014-11-15,9.0,9.0,10.0,10.0,10.0,9.0
6246273,2014-11-09,10.0,10.0,10.0,10.0,10.0,10.0
6248576,2012-05-15,9.0,9.0,10.0,10.0,10.0,9.0
6250110,2013-10-28,10.0,9.0,10.0,10.0,10.0,10.0
6260941,2014-10-07,10.0,10.0,10.0,10.0,10.0,9.0
6262103,2012-09-05,10.0,10.0,10.0,10.0,10.0,10.0
6277117,2011-01-03,10.0,10.0,10.0,10.0,10.0,10.0
6277444,2013-02-08,,,,,,
6285645,2012-04-29,10.0,10.0,10.0,10.0,10.0,10.0
6288166,2015-05-05,10.0,10.0,10.0,10.0,10.0,10.0
6289764,2015-05-05,10.0,10.0,10.0,10.0,10.0,10.0
6291496,2015-05-05,,,,,,
6291810,2015-05-05,10.0,10.0,10.0,10.0,10.0,10.0
6297341,2011-07-27,10.0,10.0,10.0,10.0,10.0,10.0
6311988,2010-02-06,10.0,10.0,10.0,10.0,10.0,10.0
6324076,2014-11-18,10.0,10.0,10.0,10.0,10.0,10.0
6325661,2013-09-26,,,,,,
6330479,2015-04-17,10.0,10.0,10.0,8.0,6.0,8.0
6337429,2012-09-19,10.0,10.0,10.0,10.0,10.0,10.0
6347473,2012-12-28,10.0,10.0,10.0,10.0,10.0,10.0
6377155,2012-08-19,9.0,8.0,10.0,9.0,10.0,9.0
6391710,2015-05-14,10.0,10.0,10.0,10.0,10.0,10.0
6400151,2015-01-26,10.0,9.0,10.0,10.0,10.0,9.0
6403912,2012-01-12,,,,,,
6404272,2010-12-28,8.0,4.0,10.0,10.0,10.0,10.0
6423278,2014-07-18,10.0,10.0,10.0,10.0,10.0,10.0
6430521,2015-04-27,,,,,,
6432177,2015-05-17,10.0,10.0,10.0,10.0,10.0,10.0
6445690,2014-09-06,10.0,10.0,10.0,10.0,10.0,10.0
6449683,2015-05-18,10.0,10.0,10.0,10.0,10.0,10.0
6450628,2015-05-18,,,,,,
