holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,weekend,date
None,292.31,0.0,0.0,88,Clouds,overcast clouds,2016-06-15 08:00:00,6315,0,2016-06-15
None,290.94,0.0,0.0,0,Clear,Sky is Clear,2016-06-16 08:00:00,5667,0,2016-06-16
None,293.94,0.0,0.0,0,Clear,Sky is Clear,2016-06-17 08:00:00,5717,0,2016-06-17
None,293.29,0.0,0.0,56,Clouds,broken clouds,2016-06-18 08:00:00,3674,1,2016-06-18
None,295.8,0.0,0.0,0,Clear,Sky is Clear,2016-06-19 08:00:00,2402,1,2016-06-19
None,292.59,0.0,0.0,0,Clear,Sky is Clear,2016-06-20 08:00:00,5886,0,2016-06-20
None,289.37,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 08:00:00,5971,0,2016-06-21
None,292.56,0.0,0.0,48,Clouds,scattered clouds,2016-06-22 08:00:00,5880,0,2016-06-22
None,287.8,0.0,0.0,68,Clouds,broken clouds,2016-06-23 08:00:00,5991,0,2016-06-23
None,291.37,0.0,0.0,20,Clouds,few clouds,2016-06-24 08:00:00,5448,0,2016-06-24
None,297.84,0.0,0.0,1,Clear,sky is clear,2016-06-25 08:00:00,2806,1,2016-06-25
None,294.72,0.0,0.0,20,Clouds,few clouds,2016-06-26 08:00:00,2078,1,2016-06-26
None,290.92,0.0,0.0,75,Clouds,broken clouds,2016-06-27 08:00:00,5332,0,2016-06-27
None,289.46,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 08:00:00,5371,0,2016-06-28
None,290.68,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 08:00:00,5448,0,2016-06-29
None,292.88,0.0,0.0,75,Clouds,broken clouds,2016-06-30 08:00:00,5549,0,2016-06-30
None,286.51,0.0,0.0,20,Clouds,few clouds,2016-07-01 08:00:00,4281,0,2016-07-01
None,289.67,0.0,0.0,75,Clouds,broken clouds,2016-07-02 08:00:00,2178,1,2016-07-02
None,291.48,0.0,0.0,40,Clouds,scattered clouds,2016-07-03 08:00:00,1616,1,2016-07-03
None,292.34,0.0,0.0,20,Clouds,few clouds,2016-07-04 08:00:00,1060,0,2016-07-04
None,294.45,0.0,0.0,75,Haze,haze,2016-07-05 08:00:00,4441,0,2016-07-05
None,292.5,0.0,0.0,75,Mist,mist,2016-07-06 08:00:00,5135,0,2016-07-06
None,293.45,0.0,0.0,90,Clouds,overcast clouds,2016-07-07 08:00:00,5245,0,2016-07-07
None,292.46,0.0,0.0,20,Clouds,few clouds,2016-07-08 08:00:00,4956,0,2016-07-08
None,291.6,0.0,0.0,1,Clear,sky is clear,2016-07-09 08:00:00,2394,1,2016-07-09
None,291.74,0.51,0.0,75,Rain,light rain,2016-07-10 08:00:00,2407,1,2016-07-10
None,294.83,0.0,0.0,90,Rain,light rain,2016-07-11 08:00:00,5157,0,2016-07-11
None,294.27,0.0,0.0,75,Clouds,broken clouds,2016-07-12 08:00:00,5591,0,2016-07-12
None,295.83,0.0,0.0,40,Clouds,scattered clouds,2016-07-13 08:00:00,5598,0,2016-07-13
None,291.952,0.0,0.0,44,Clouds,scattered clouds,2016-07-14 08:00:00,5620,0,2016-07-14
None,288.494,0.0,0.0,92,Clouds,overcast clouds,2016-07-15 08:00:00,4889,0,2016-07-15
None,286.532,0.0,0.0,0,Clear,Sky is Clear,2016-07-16 08:00:00,2606,1,2016-07-16
None,294.121,0.0,0.0,88,Clouds,overcast clouds,2016-07-17 08:00:00,1669,1,2016-07-17
None,289.858,0.0,0.0,92,Clouds,overcast clouds,2016-07-18 08:00:00,4813,0,2016-07-18
None,297.888,0.0,0.0,0,Clear,Sky is Clear,2016-07-19 08:00:00,5414,0,2016-07-19
None,297.888,0.0,0.0,0,Clear,Sky is Clear,2016-07-20 08:00:00,5425,0,2016-07-20
None,295.37,0.0,0.0,75,Clouds,broken clouds,2016-07-21 08:00:00,5461,0,2016-07-21
None,296.54,0.0,0.0,20,Clouds,few clouds,2016-07-22 08:00:00,4598,0,2016-07-22
None,298.14,0.0,0.0,90,Clouds,overcast clouds,2016-07-23 08:00:00,2497,1,2016-07-23
None,296.05,0.0,0.0,40,Clouds,scattered clouds,2016-07-24 08:00:00,1872,1,2016-07-24
None,293.73,0.0,0.0,1,Clear,sky is clear,2016-07-25 08:00:00,5206,0,2016-07-25
None,295.66,0.0,0.0,20,Clouds,few clouds,2016-07-26 08:00:00,5392,0,2016-07-26
None,295.78,0.0,0.0,90,Clouds,overcast clouds,2016-07-27 08:00:00,5441,0,2016-07-27
None,291.09,0.0,0.0,90,Mist,mist,2016-07-28 08:00:00,5266,0,2016-07-28
None,290.06,0.0,0.0,75,Clouds,broken clouds,2016-07-29 08:00:00,4523,0,2016-07-29
None,291.32,0.0,0.0,90,Clouds,overcast clouds,2016-07-30 08:00:00,2497,1,2016-07-30
None,293.68,0.0,0.0,75,Clouds,broken clouds,2016-07-31 08:00:00,1872,1,2016-07-31
None,294.99,0.0,0.0,20,Clouds,few clouds,2016-08-01 08:00:00,5159,0,2016-08-01
None,296.3,0.0,0.0,75,Clouds,broken clouds,2016-08-02 08:00:00,5462,0,2016-08-02
None,296.11,0.0,0.0,1,Mist,mist,2016-08-03 08:00:00,5748,0,2016-08-03
None,294.06,12.83,0.0,32,Rain,heavy intensity rain,2016-08-04 08:00:00,4669,0,2016-08-04
None,291.05,0.0,0.0,0,Clear,Sky is Clear,2016-08-05 08:00:00,5069,0,2016-08-05
None,290.51,0.0,0.0,0,Clear,Sky is Clear,2016-08-06 08:00:00,3151,1,2016-08-06
None,289.91,0.0,0.0,24,Clouds,few clouds,2016-08-07 08:00:00,2028,1,2016-08-07
None,292.98,0.0,0.0,12,Clouds,few clouds,2016-08-08 08:00:00,5366,0,2016-08-08
None,295.59,0.0,0.0,64,Clouds,broken clouds,2016-08-09 08:00:00,4748,0,2016-08-09
None,295.7,0.0,0.0,0,Clear,Sky is Clear,2016-08-10 08:00:00,5686,0,2016-08-10
None,293.02,0.0,0.0,32,Rain,moderate rain,2016-08-11 08:00:00,5568,0,2016-08-11
None,294.13,0.0,0.0,88,Clouds,overcast clouds,2016-08-12 08:00:00,5393,0,2016-08-12
None,290.8,0.0,0.0,0,Clear,Sky is Clear,2016-08-13 08:00:00,1741,1,2016-08-13
None,290.36,0.0,0.0,0,Clear,Sky is Clear,2016-08-14 08:00:00,1591,1,2016-08-14
None,291.59,0.0,0.0,0,Clear,Sky is Clear,2016-08-15 08:00:00,5284,0,2016-08-15
None,293.69,0.0,0.0,48,Clouds,scattered clouds,2016-08-16 08:00:00,5373,0,2016-08-16
None,291.62,0.0,0.0,0,Clear,Sky is Clear,2016-08-17 08:00:00,5853,0,2016-08-17
None,294.03,0.0,0.0,0,Clear,Sky is Clear,2016-08-18 08:00:00,5386,0,2016-08-18
None,292.0,0.0,0.0,76,Rain,light rain,2016-08-19 08:00:00,4986,0,2016-08-19
None,288.48,1.41,0.0,92,Rain,moderate rain,2016-08-20 08:00:00,2334,1,2016-08-20
None,287.45,0.0,0.0,1,Clear,sky is clear,2016-08-21 08:00:00,1755,1,2016-08-21
None,290.43,0.0,0.0,75,Clouds,broken clouds,2016-08-22 08:00:00,5397,0,2016-08-22
None,293.36,0.0,0.0,1,Clear,sky is clear,2016-08-23 08:00:00,5648,0,2016-08-23
None,293.32,0.0,0.0,75,Mist,mist,2016-08-24 08:00:00,5736,0,2016-08-24
None,289.96,0.0,0.0,1,Clear,sky is clear,2016-08-25 08:00:00,5798,0,2016-08-25
None,287.46,0.0,0.0,1,Mist,mist,2016-08-26 08:00:00,5732,0,2016-08-26
None,289.68,0.3,0.0,90,Rain,light rain,2016-08-27 08:00:00,3051,1,2016-08-27
None,289.35,0.0,0.0,40,Mist,mist,2016-08-28 08:00:00,2609,1,2016-08-28
None,294.58,0.0,0.0,75,Mist,mist,2016-08-29 08:00:00,4699,0,2016-08-29
None,292.58,0.0,0.0,75,Clouds,broken clouds,2016-08-30 08:00:00,5806,0,2016-08-30
None,287.83,0.0,0.0,1,Mist,mist,2016-08-31 08:00:00,5815,0,2016-08-31
None,287.95,0.0,0.0,1,Clear,sky is clear,2016-09-01 08:00:00,5447,0,2016-09-01
None,287.43,0.0,0.0,1,Clear,sky is clear,2016-09-02 08:00:00,5143,0,2016-09-02
None,289.16,0.0,0.0,1,Clear,sky is clear,2016-09-03 08:00:00,3121,1,2016-09-03
None,290.31,0.0,0.0,1,Clear,sky is clear,2016-09-04 08:00:00,3040,1,2016-09-04
None,292.38,0.0,0.0,1,Clear,sky is clear,2016-09-05 08:00:00,1752,0,2016-09-05
None,293.9,2.29,0.0,75,Rain,heavy intensity rain,2016-09-06 08:00:00,5267,0,2016-09-06
None,293.16,0.51,0.0,90,Rain,moderate rain,2016-09-07 08:00:00,5732,0,2016-09-07
None,289.11,0.0,0.0,1,Clear,sky is clear,2016-09-08 08:00:00,5505,0,2016-09-08
None,289.86,0.3,0.0,1,Rain,light rain,2016-09-09 08:00:00,6022,0,2016-09-09
None,287.42,0.0,0.0,40,Clouds,scattered clouds,2016-09-10 08:00:00,3748,1,2016-09-10
None,287.92,0.0,0.0,1,Clear,sky is clear,2016-09-11 08:00:00,2265,1,2016-09-11
None,290.2,0.0,0.0,1,Clear,sky is clear,2016-09-12 08:00:00,5759,0,2016-09-12
None,285.62,0.0,0.0,1,Clear,sky is clear,2016-09-13 08:00:00,5628,0,2016-09-13
None,280.75,0.0,0.0,1,Clear,sky is clear,2016-09-14 08:00:00,5905,0,2016-09-14
None,288.59,0.0,0.0,90,Clouds,overcast clouds,2016-09-15 08:00:00,5919,0,2016-09-15
None,289.83,0.0,0.0,90,Clouds,overcast clouds,2016-09-16 08:00:00,5660,0,2016-09-16
None,287.93,0.0,0.0,90,Mist,mist,2016-09-17 08:00:00,3364,1,2016-09-17
None,287.06,0.0,0.0,1,Clear,sky is clear,2016-09-18 08:00:00,2948,1,2016-09-18
None,290.66,0.0,0.0,0,Clear,Sky is Clear,2016-09-19 08:00:00,5294,0,2016-09-19
None,286.28,0.0,0.0,32,Clouds,scattered clouds,2016-09-20 08:00:00,6224,0,2016-09-20
None,288.48,0.0,0.0,0,Clear,Sky is Clear,2016-09-21 08:00:00,6011,0,2016-09-21
None,289.37,0.0,0.0,80,Clouds,broken clouds,2016-09-22 08:00:00,5456,0,2016-09-22
None,288.11,0.0,0.0,76,Rain,light rain,2016-09-23 08:00:00,4934,0,2016-09-23
None,290.22,0.0,0.0,88,Rain,light rain,2016-09-24 08:00:00,3470,1,2016-09-24
None,289.69,2.03,0.0,88,Rain,moderate rain,2016-09-25 08:00:00,1963,1,2016-09-25
None,282.91,0.0,0.0,56,Clouds,broken clouds,2016-09-26 08:00:00,5900,0,2016-09-26
None,281.86,0.0,0.0,36,Clouds,scattered clouds,2016-09-27 08:00:00,5537,0,2016-09-27
None,283.85,0.0,0.0,92,Clouds,overcast clouds,2016-09-28 08:00:00,5703,0,2016-09-28
None,280.93,0.0,0.0,0,Clear,Sky is Clear,2016-09-29 08:00:00,5836,0,2016-09-29
None,283.68,0.0,0.0,0,Clear,Sky is Clear,2016-09-30 08:00:00,5267,0,2016-09-30
None,284.15,0.0,0.0,20,Clouds,few clouds,2016-10-01 08:00:00,3462,1,2016-10-01
None,283.01,0.0,0.0,0,Clear,Sky is Clear,2016-10-02 08:00:00,2008,1,2016-10-02
None,284.76,0.0,0.0,0,Clear,Sky is Clear,2016-10-03 08:00:00,4873,0,2016-10-03
None,287.14,1.02,0.0,64,Rain,moderate rain,2016-10-04 08:00:00,5460,0,2016-10-04
None,287.246,0.0,0.0,80,Rain,light rain,2016-10-05 08:00:00,5909,0,2016-10-05
None,284.001,0.0,0.0,36,Clouds,scattered clouds,2016-10-06 08:00:00,5694,0,2016-10-06
None,278.658,0.0,0.0,0,Clear,Sky is Clear,2016-10-07 08:00:00,5307,0,2016-10-07
None,277.685,0.0,0.0,24,Clouds,few clouds,2016-10-08 08:00:00,3397,1,2016-10-08
None,270.365,0.0,0.0,0,Clear,Sky is Clear,2016-10-09 08:00:00,2513,1,2016-10-09
None,287.212,0.0,0.0,0,Clear,Sky is Clear,2016-10-10 08:00:00,5226,0,2016-10-10
None,287.724,0.0,0.0,36,Clouds,scattered clouds,2016-10-11 08:00:00,5998,0,2016-10-11
None,279.532,0.0,0.0,92,Rain,moderate rain,2016-10-12 08:00:00,5453,0,2016-10-12
None,270.969,0.0,0.0,0,Clear,Sky is Clear,2016-10-13 08:00:00,5186,0,2016-10-13
None,281.278,0.0,0.0,48,Clouds,scattered clouds,2016-10-14 08:00:00,5215,0,2016-10-14
None,286.252,0.0,0.0,0,Clear,Sky is Clear,2016-10-16 08:00:00,1761,1,2016-10-16
None,288.865,0.0,0.0,0,Clear,Sky is Clear,2016-10-17 08:00:00,5482,0,2016-10-17
None,284.881,0.0,0.0,12,Clouds,few clouds,2016-10-18 08:00:00,4313,0,2016-10-18
None,284.603,0.0,0.0,0,Clear,Sky is Clear,2016-10-19 08:00:00,5862,0,2016-10-19
None,277.35200000000003,0.0,0.0,0,Clear,Sky is Clear,2016-10-20 08:00:00,5223,0,2016-10-20
None,278.536,0.0,0.0,76,Clouds,broken clouds,2016-10-21 08:00:00,4961,0,2016-10-21
None,280.913,0.0,0.0,0,Clear,Sky is Clear,2016-10-22 08:00:00,3073,1,2016-10-22
None,279.832,0.0,0.0,0,Clear,Sky is Clear,2016-10-23 08:00:00,2375,1,2016-10-23
None,271.838,0.0,0.0,0,Clear,Sky is Clear,2016-10-24 08:00:00,5110,0,2016-10-24
None,276.511,0.0,0.0,92,Clouds,overcast clouds,2016-10-25 08:00:00,5526,0,2016-10-25
None,278.976,0.0,0.0,100,Rain,moderate rain,2016-10-26 08:00:00,5120,0,2016-10-26
None,274.788,0.0,0.0,20,Clouds,few clouds,2016-10-27 08:00:00,5798,0,2016-10-27
None,283.84,0.0,0.0,56,Clouds,broken clouds,2016-10-28 08:00:00,5082,0,2016-10-28
None,282.4240000000001,0.0,0.0,80,Clouds,broken clouds,2016-10-29 08:00:00,3251,1,2016-10-29
None,273.613,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 08:00:00,1692,1,2016-10-30
None,279.752,0.0,0.0,32,Clouds,scattered clouds,2016-10-31 08:00:00,5108,0,2016-10-31
None,281.469,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 08:00:00,5467,0,2016-11-01
None,277.54,0.0,0.0,90,Mist,mist,2016-11-02 08:00:00,5276,0,2016-11-02
None,279.41,0.0,0.0,1,Fog,fog,2016-11-03 08:00:00,5865,0,2016-11-03
None,277.28,0.0,0.0,1,Mist,mist,2016-11-04 08:00:00,5310,0,2016-11-04
None,276.23,0.0,0.0,1,Mist,mist,2016-11-05 08:00:00,2754,1,2016-11-05
None,281.01,0.0,0.0,1,Clear,sky is clear,2016-11-06 08:00:00,2169,1,2016-11-06
None,282.83,0.0,0.0,75,Clouds,broken clouds,2016-11-07 08:00:00,5717,0,2016-11-07
None,278.9,0.0,0.0,1,Clear,sky is clear,2016-11-08 08:00:00,5495,0,2016-11-08
None,273.35,0.0,0.0,90,Mist,mist,2016-11-09 08:00:00,5779,0,2016-11-09
None,279.8,0.0,0.0,1,Clear,sky is clear,2016-11-10 08:00:00,4983,0,2016-11-10
None,276.56,0.0,0.0,1,Clear,sky is clear,2016-11-11 08:00:00,5269,0,2016-11-11
None,273.82,0.0,0.0,1,Clear,sky is clear,2016-11-12 08:00:00,2844,1,2016-11-12
None,278.49,0.0,0.0,1,Clear,sky is clear,2016-11-13 08:00:00,1842,1,2016-11-13
None,278.35,0.0,0.0,90,Clouds,overcast clouds,2016-11-14 08:00:00,5498,0,2016-11-14
None,276.65,0.0,0.0,75,Mist,mist,2016-11-15 08:00:00,4800,0,2016-11-15
None,274.7,0.0,0.0,40,Mist,mist,2016-11-16 08:00:00,5584,0,2016-11-16
None,280.75,0.0,0.0,75,Clouds,broken clouds,2016-11-17 08:00:00,5074,0,2016-11-17
None,280.56,0.0,0.0,90,Rain,light rain,2016-11-18 08:00:00,4954,0,2016-11-18
None,271.49,0.0,0.0,40,Snow,light snow,2016-11-19 08:00:00,3112,1,2016-11-19
None,269.21,0.0,0.0,90,Clouds,overcast clouds,2016-11-20 08:00:00,2089,1,2016-11-20
None,267.42,0.0,0.0,1,Clear,sky is clear,2016-11-21 08:00:00,5277,0,2016-11-21
None,273.9,0.0,0.0,90,Rain,moderate rain,2016-11-22 08:00:00,5034,0,2016-11-22
None,274.15,0.0,0.0,90,Mist,mist,2016-11-23 08:00:00,4219,0,2016-11-23
None,274.24,0.0,0.0,90,Mist,mist,2016-11-24 08:00:00,1452,0,2016-11-24
None,274.03,0.0,0.0,90,Mist,mist,2016-11-25 08:00:00,2024,0,2016-11-25
None,272.55,0.0,0.0,1,Mist,mist,2016-11-26 08:00:00,1883,1,2016-11-26
None,271.75,0.0,0.0,90,Fog,fog,2016-11-27 08:00:00,1808,1,2016-11-27
None,283.35,0.0,0.0,75,Rain,moderate rain,2016-11-28 08:00:00,5279,0,2016-11-28
None,274.95,0.0,0.0,90,Clouds,overcast clouds,2016-11-29 08:00:00,5353,0,2016-11-29
None,274.95,0.0,0.0,90,Drizzle,drizzle,2016-11-30 08:00:00,5681,0,2016-11-30
None,274.84,0.0,0.0,90,Mist,mist,2016-12-01 08:00:00,5492,0,2016-12-01
None,272.62,0.0,0.0,90,Clouds,overcast clouds,2016-12-02 08:00:00,5660,0,2016-12-02
None,271.55,0.0,0.0,90,Snow,light snow,2016-12-03 08:00:00,3002,1,2016-12-03
None,271.35,0.0,0.0,1,Mist,mist,2016-12-05 08:00:00,5957,0,2016-12-05
None,265.15,0.0,0.0,90,Snow,light snow,2016-12-07 08:00:00,6210,0,2016-12-07
None,266.08,0.0,0.0,40,Snow,light snow,2016-12-08 08:00:00,5934,0,2016-12-08
None,262.75,0.0,0.0,1,Snow,light snow,2016-12-09 08:00:00,5529,0,2016-12-09
None,257.22,0.0,0.0,1,Clear,sky is clear,2016-12-10 08:00:00,2825,1,2016-12-10
None,264.62,0.0,0.0,90,Snow,snow,2016-12-11 08:00:00,1190,1,2016-12-11
None,256.15,0.0,0.0,90,Snow,light snow,2016-12-12 08:00:00,4539,0,2016-12-12
None,251.08,0.0,0.0,5,Clear,sky is clear,2016-12-13 08:00:00,5670,0,2016-12-13
None,258.29,0.0,0.0,20,Clouds,few clouds,2016-12-14 08:00:00,5599,0,2016-12-14
None,250.02,0.0,0.0,40,Clouds,scattered clouds,2016-12-15 08:00:00,5595,0,2016-12-15
None,259.79,0.0,0.0,90,Snow,light snow,2016-12-16 08:00:00,4718,0,2016-12-16
None,260.01,0.0,0.0,90,Snow,light snow,2016-12-16 08:00:00,4718,0,2016-12-16
None,257.95,0.0,0.0,90,Snow,light snow,2016-12-17 08:00:00,1488,1,2016-12-17
None,243.39,0.0,0.0,1,Haze,haze,2016-12-18 08:00:00,1462,1,2016-12-18
None,261.15,0.0,0.0,40,Clouds,scattered clouds,2016-12-19 08:00:00,5278,0,2016-12-19
None,273.35,0.0,0.0,1,Clear,sky is clear,2016-12-20 08:00:00,5701,0,2016-12-20
None,273.22,0.0,0.0,40,Clouds,scattered clouds,2016-12-21 08:00:00,5459,0,2016-12-21
None,266.71,0.0,0.0,1,Clear,sky is clear,2016-12-22 08:00:00,4865,0,2016-12-22
None,273.65,0.0,0.0,75,Clouds,broken clouds,2016-12-23 08:00:00,3460,0,2016-12-23
None,273.65,0.0,0.0,90,Mist,mist,2016-12-24 08:00:00,1791,1,2016-12-24
None,273.65,0.0,0.0,90,Mist,mist,2016-12-25 08:00:00,754,1,2016-12-25
None,269.29,0.0,0.0,90,Snow,light snow,2016-12-26 08:00:00,1364,0,2016-12-26
None,265.41,0.0,0.0,90,Snow,light snow,2016-12-27 08:00:00,4053,0,2016-12-27
None,269.22,0.0,0.0,40,Clouds,scattered clouds,2016-12-28 08:00:00,4423,0,2016-12-28
None,272.02,0.0,0.0,90,Snow,light snow,2016-12-29 08:00:00,4382,0,2016-12-29
None,265.62,0.0,0.0,90,Clouds,overcast clouds,2016-12-30 08:00:00,4116,0,2016-12-30
None,267.29,0.0,0.0,75,Clouds,broken clouds,2016-12-31 08:00:00,1384,1,2016-12-31
None,267.9,0.0,0.0,1,Clear,sky is clear,2017-01-01 08:00:00,1284,1,2017-01-01
None,270.88,0.0,0.0,90,Clouds,overcast clouds,2017-01-02 08:00:00,2014,0,2017-01-02
None,268.72,0.0,0.0,90,Clouds,overcast clouds,2017-01-03 08:00:00,5338,0,2017-01-03
None,252.08,0.0,0.0,20,Haze,haze,2017-01-04 08:00:00,5626,0,2017-01-04
None,250.84,0.0,0.0,1,Mist,mist,2017-01-05 08:00:00,6091,0,2017-01-05
None,249.15,0.0,0.0,1,Clear,sky is clear,2017-01-06 08:00:00,5416,0,2017-01-06
None,254.53,0.0,0.0,40,Clouds,scattered clouds,2017-01-07 08:00:00,2653,1,2017-01-07
None,252.22,0.0,0.0,1,Snow,light snow,2017-01-08 08:00:00,1807,1,2017-01-08
None,264.53,0.0,0.0,90,Clouds,overcast clouds,2017-01-09 08:00:00,5885,0,2017-01-09
None,270.22,0.0,0.0,90,Snow,heavy snow,2017-01-10 08:00:00,3404,0,2017-01-10
None,258.42,0.0,0.0,90,Snow,light snow,2017-01-11 08:00:00,4082,0,2017-01-11
None,257.95,0.0,0.0,90,Clouds,overcast clouds,2017-01-12 08:00:00,5541,0,2017-01-12
None,250.56,0.0,0.0,75,Clouds,broken clouds,2017-01-13 08:00:00,5549,0,2017-01-13
None,257.23,0.0,0.0,1,Clear,sky is clear,2017-01-14 08:00:00,2162,1,2017-01-14
None,254.89,0.0,0.0,1,Mist,mist,2017-01-15 08:00:00,1502,1,2017-01-15
None,261.23,0.0,0.0,1,Mist,mist,2017-01-16 08:00:00,3716,0,2017-01-16
None,271.89,0.0,0.0,90,Mist,mist,2017-01-17 08:00:00,4927,0,2017-01-17
None,271.15,0.0,0.0,20,Haze,haze,2017-01-18 08:00:00,5736,0,2017-01-18
None,272.79,0.0,0.0,5,Mist,mist,2017-01-19 08:00:00,5355,0,2017-01-19
None,275.08,0.0,0.0,90,Drizzle,drizzle,2017-01-20 08:00:00,5728,0,2017-01-20
None,274.87,0.0,0.0,90,Mist,mist,2017-01-21 08:00:00,2946,1,2017-01-21
None,274.59,0.0,0.0,90,Mist,mist,2017-01-22 08:00:00,2274,1,2017-01-22
None,274.08,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 08:00:00,5619,0,2017-01-23
None,273.08,0.0,0.0,90,Clouds,overcast clouds,2017-01-24 08:00:00,5606,0,2017-01-24
None,270.675,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 08:00:00,5103,0,2017-01-25
None,270.55,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 08:00:00,5830,0,2017-01-26
None,265.72,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 08:00:00,5802,0,2017-01-27
None,269.81,0.0,0.0,90,Haze,haze,2017-01-28 08:00:00,2984,1,2017-01-28
None,269.29,0.0,0.0,90,Snow,light snow,2017-01-29 08:00:00,1919,1,2017-01-29
None,267.48,0.0,0.0,90,Snow,light snow,2017-01-30 08:00:00,3998,0,2017-01-30
None,274.08,0.0,0.0,75,Clouds,broken clouds,2017-01-31 08:00:00,5655,0,2017-01-31
None,261.99,0.0,0.0,1,Snow,light snow,2017-02-01 08:00:00,5890,0,2017-02-01
None,259.22,0.0,0.0,5,Clear,sky is clear,2017-02-02 08:00:00,6013,0,2017-02-02
None,258.44,0.0,0.0,1,Clear,sky is clear,2017-02-03 08:00:00,5861,0,2017-02-03
None,266.84,0.0,0.0,75,Clouds,broken clouds,2017-02-04 08:00:00,2121,1,2017-02-04
None,265.15,0.0,0.0,5,Clear,sky is clear,2017-02-05 08:00:00,1907,1,2017-02-05
None,264.53,0.0,0.0,1,Clear,sky is clear,2017-02-06 08:00:00,5779,0,2017-02-06
None,269.84,0.0,0.0,90,Mist,mist,2017-02-07 08:00:00,5059,0,2017-02-07
None,255.09,0.0,0.0,40,Clouds,scattered clouds,2017-02-08 08:00:00,6115,0,2017-02-08
None,256.02,0.0,0.0,5,Clear,sky is clear,2017-02-09 08:00:00,5886,0,2017-02-09
None,267.61,0.0,0.0,1,Clear,sky is clear,2017-02-10 08:00:00,5710,0,2017-02-10
None,274.76,0.0,0.0,90,Clouds,overcast clouds,2017-02-11 08:00:00,2098,1,2017-02-11
None,271.35,0.0,0.0,1,Clear,sky is clear,2017-02-12 08:00:00,1789,1,2017-02-12
None,271.02,0.0,0.0,1,Clear,sky is clear,2017-02-13 08:00:00,6255,0,2017-02-13
None,272.061,0.0,0.0,24,Clouds,few clouds,2017-02-14 08:00:00,6003,0,2017-02-14
None,264.896,0.0,0.0,8,Clear,sky is clear,2017-02-15 08:00:00,6036,0,2017-02-15
None,270.471,0.0,0.0,20,Clouds,few clouds,2017-02-16 08:00:00,6137,0,2017-02-16
None,275.153,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 08:00:00,5960,0,2017-02-17
None,274.941,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 08:00:00,3050,1,2017-02-18
None,277.671,0.0,0.0,64,Clouds,broken clouds,2017-02-19 08:00:00,2001,1,2017-02-19
None,286.832,0.0,0.0,88,Clouds,overcast clouds,2017-02-20 08:00:00,4929,0,2017-02-20
None,275.68,0.0,0.0,90,Mist,mist,2017-02-22 08:00:00,5732,0,2017-02-22
None,272.15,0.0,0.0,75,Clouds,broken clouds,2017-02-23 08:00:00,6383,0,2017-02-23
None,269.49,0.0,0.0,90,Snow,light snow,2017-02-24 08:00:00,5201,0,2017-02-24
None,263.4,0.0,0.0,1,Clear,sky is clear,2017-02-25 08:00:00,2985,1,2017-02-25
None,268.81,0.0,0.0,75,Clouds,broken clouds,2017-02-26 08:00:00,2591,1,2017-02-26
None,268.95,0.0,0.0,40,Clouds,scattered clouds,2017-02-27 08:00:00,6085,0,2017-02-27
None,275.75,0.0,0.0,90,Clouds,overcast clouds,2017-02-28 08:00:00,6301,0,2017-02-28
None,270.15,0.0,0.0,90,Snow,light snow,2017-03-01 08:00:00,3997,0,2017-03-01
None,264.94,0.0,0.0,1,Clear,sky is clear,2017-03-02 08:00:00,6031,0,2017-03-02
None,262.08,0.0,0.0,40,Clouds,scattered clouds,2017-03-03 08:00:00,5874,0,2017-03-03
None,269.96,0.0,0.0,20,Clouds,few clouds,2017-03-04 08:00:00,2431,1,2017-03-04
None,277.65,0.0,0.0,40,Clouds,scattered clouds,2017-03-05 08:00:00,2100,1,2017-03-05
None,283.93,0.0,0.0,90,Mist,mist,2017-03-06 08:00:00,5931,0,2017-03-06
None,271.82,0.0,0.0,1,Clear,sky is clear,2017-03-07 08:00:00,6441,0,2017-03-07
None,268.31,0.0,0.0,40,Snow,light snow,2017-03-08 08:00:00,6134,0,2017-03-08
None,268.14,0.0,0.0,90,Clouds,overcast clouds,2017-03-09 08:00:00,6327,0,2017-03-09
None,258.22,0.0,0.0,1,Clear,sky is clear,2017-03-10 08:00:00,5831,0,2017-03-10
None,260.08,0.0,0.0,90,Clouds,overcast clouds,2017-03-11 08:00:00,3346,1,2017-03-11
None,262.15,0.0,0.0,40,Clouds,scattered clouds,2017-03-12 08:00:00,1758,1,2017-03-12
None,262.68,0.0,0.0,1,Clear,sky is clear,2017-03-13 08:00:00,4699,0,2017-03-13
None,258.55,0.0,0.0,1,Clear,sky is clear,2017-03-14 08:00:00,6007,0,2017-03-14
None,261.03,0.0,0.0,1,Clear,sky is clear,2017-03-15 08:00:00,5656,0,2017-03-15
None,267.83,0.0,0.0,1,Clear,sky is clear,2017-03-16 08:00:00,6166,0,2017-03-16
